cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
134817207,Btk protac 9,BTK PROTAC 9,946.9,C46H52F2N8O12,258,1720,2.4,68,4,17,24,"InChI=1S/C46H52F2N8O12/c47-29-8-12-36(33(48)25-29)68-31-9-6-28(7-10-31)41-40(43(50)59)42(49)56(53-41)30-3-2-15-54(26-30)38(58)27-67-24-23-66-22-21-65-20-19-64-18-17-63-16-14-51-34-5-1-4-32-39(34)46(62)55(45(32)61)35-11-13-37(57)52-44(35)60/h1,4-10,12,25,30,35,51H,2-3,11,13-24,26-27,49H2,(H2,50,59)(H,52,57,60)/t30-,35?/m0/s1",C1C[C@@H](CN(C1)C(=O)COCCOCCOCCOCCOCCNC2=CC=CC3=C2C(=O)N(C3=O)C4CCC(=O)NC4=O)N5C(=C(C(=N5)C6=CC=C(C=C6)OC7=C(C=C(C=C7)F)F)C(=O)N)N,PDQGUWCWGITGBA-KIYCQYGCSA-N,"5-amino-3-[4-(2,4-difluorophenoxy)phenyl]-1-[(3S)-1-[2-[2-[2-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]acetyl]piperidin-3-yl]pyrazole-4-carboxamide",NULL,NULL,0,NULL,20181002,DC Chemicals,Chemical Vendors,NULL
137319719,PROTAC BET degrader-3,PROTAC BET degrader-3|AKOS037653365|HY-114229|CS-0080219,1045.2,C53H64N12O9S,294,1930,5.7,75,6,16,22,"InChI=1S/C53H64N12O9S/c1-9-65-41(23-37(62-65)32-14-15-32)58-48-44-35-22-40(71-8)36(43-28(2)63-74-30(43)4)21-38(35)57-47(44)60-49(61-48)51(69)54-16-17-72-18-19-73-26-42(67)59-46(53(5,6)7)52(70)64-25-34(66)20-39(64)50(68)55-24-31-10-12-33(13-11-31)45-29(3)56-27-75-45/h10-13,21-23,27,32,34,39,46,66H,9,14-20,24-26H2,1-8H3,(H,54,69)(H,55,68)(H,59,67)(H2,57,58,60,61)/t34-,39+,46-/m1/s1",CCN1C(=CC(=N1)C2CC2)NC3=NC(=NC4=C3C5=CC(=C(C=C5N4)C6=C(ON=C6C)C)OC)C(=O)NCCOCCOCC(=O)N[C@H](C(=O)N7C[C@@H](C[C@H]7C(=O)NCC8=CC=C(C=C8)C9=C(N=CS9)C)O)C(C)(C)C,FELAEQXENPWHOL-UNRSLVJTSA-N,"4-[(5-cyclopropyl-2-ethylpyrazol-3-yl)amino]-7-(3,5-dimethyl-1,2-oxazol-4-yl)-N-[2-[2-[2-[[(2S)-1-[(2S,4R)-4-hydroxy-2-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methylcarbamoyl]pyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]amino]-2-oxoethoxy]ethoxy]ethyl]-6-methoxy-9H-pyrimido[4,5-b]indole-2-carboxamide",NULL,NULL,NA,NULL,20190128,AbaChemScene|AKos Consulting & Solutions|Chem-Space.com Database|MedChemexpress MCE|MolPort|TargetMol (Target Molecule Corp.),Chemical Vendors|Legacy Depositors,NULL
137628615,cis-PROTAC 2,cis-PROTAC 2,920.1,C49H58FN9O6S,228,1630,5.3,66,5,14,16,"InChI=1S/C49H58FN9O6S/c1-30-42(66-29-53-30)33-13-14-34(26-52-45(62)39-24-35(60)28-59(39)46(63)43(48(2,3)4)54-47(64)49(50)16-17-49)41(23-33)65-22-15-31-9-11-32(12-10-31)27-57-18-20-58(21-19-57)38-25-37(55-56-44(38)51)36-7-5-6-8-40(36)61/h5-14,23,25,29,35,39,43,60-61H,15-22,24,26-28H2,1-4H3,(H2,51,56)(H,52,62)(H,54,64)/t35-,39-,43+/m0/s1",CC1=C(SC=N1)C2=CC(=C(C=C2)CNC(=O)[C@@H]3C[C@@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)C4(CC4)F)O)OCCC5=CC=C(C=C5)CN6CCN(CC6)C7=CC(=NN=C7N)C8=CC=CC=C8O,UTZVLJZPTDCKCT-ZRRKANIKSA-N,"(2S,4S)-N-[[2-[2-[4-[[4-[3-amino-6-(2-hydroxyphenyl)pyridazin-4-yl]piperazin-1-yl]methyl]phenyl]ethoxy]-4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]-1-[(2S)-2-[(1-fluorocyclopropanecarbonyl)amino]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",NULL,Literature,1,NULL,20190408,Nature Chemical Biology,Journal Publishers,NULL
138911383,PROTAC MDM2 Degrader-1,PROTAC MDM2 Degrader-1|HY-128840|CS-0100638,1463.3,C74H84Cl4N10O13,235,2550,9.5,101,2,15,30,"InChI=1S/C74H84Cl4N10O13/c1-47(2)100-61-41-57(95-5)25-27-59(61)71-81-67(49-9-17-53(75)18-10-49)69(51-13-21-55(77)22-14-51)87(71)73(93)85-33-31-83(65(91)45-85)43-63(89)79-29-7-35-97-37-39-99-40-38-98-36-8-30-80-64(90)44-84-32-34-86(46-66(84)92)74(94)88-70(52-15-23-56(78)24-16-52)68(50-11-19-54(76)20-12-50)82-72(88)60-28-26-58(96-6)42-62(60)101-48(3)4/h9-28,41-42,47-48,67-70H,7-8,29-40,43-46H2,1-6H3,(H,79,89)(H,80,90)/t67-,68-,69+,70+/m1/s1",CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@@H]([C@@H](N2C(=O)N3CCN(C(=O)C3)CC(=O)NCCCOCCOCCOCCCNC(=O)CN4CCN(CC4=O)C(=O)N5[C@H]([C@H](N=C5C6=C(C=C(C=C6)OC)OC(C)C)C7=CC=C(C=C7)Cl)C8=CC=C(C=C8)Cl)C9=CC=C(C=C9)Cl)C1=CC=C(C=C1)Cl,AQFZQNOXRSZHMG-PQMVWXROSA-N,"2-[4-[(4R,5S)-4,5-bis(4-chlorophenyl)-2-(4-methoxy-2-propan-2-yloxyphenyl)-4,5-dihydroimidazole-1-carbonyl]-2-oxopiperazin-1-yl]-N-[3-[2-[2-[3-[[2-[4-[(4R,5S)-4,5-bis(4-chlorophenyl)-2-(4-methoxy-2-propan-2-yloxyphenyl)-4,5-dihydroimidazole-1-carbonyl]-2-oxopiperazin-1-yl]acetyl]amino]propoxy]ethoxy]ethoxy]propyl]acetamide",NULL,NULL,NA,NULL,20190902,AbaChemScene|BenchChem|MedChemexpress MCE|MolPort,Chemical Vendors,NULL
139035047,PROTAC Bcl2 degrader-1,"PROTAC Bcl2 degrader-1|CHEMBL4565306|2378801-85-3|N1-(2-(6-((4-Bromophenyl)thio)-1,3-dioxo-1H-benzo[de]isoquinolin-2(3H)-yl)ethyl)-N6-(2-(2-(2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)ethoxy)ethoxy)ethyl)adipamide|BCL2 Degrader C5|BDBM50505358|HY-125876|CS-0102616",941.8,C45H45BrN6O10S,235,1700,4.3,63,4,12,21,"InChI=1S/C45H45BrN6O10S/c46-27-11-13-28(14-12-27)63-35-17-15-32-39-29(35)5-3-6-30(39)42(57)51(43(32)58)22-19-48-36(53)9-1-2-10-37(54)49-21-24-62-26-25-61-23-20-47-33-8-4-7-31-40(33)45(60)52(44(31)59)34-16-18-38(55)50-41(34)56/h3-8,11-15,17,34,47H,1-2,9-10,16,18-26H2,(H,48,53)(H,49,54)(H,50,55,56)",C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NCCOCCOCCNC(=O)CCCCC(=O)NCCN4C(=O)C5=C6C(=C(C=C5)SC7=CC=C(C=C7)Br)C=CC=C6C4=O,IUSLKFLLLNNOGR-UHFFFAOYSA-N,"N-[2-[6-(4-bromophenyl)sulfanyl-1,3-dioxobenzo[de]isoquinolin-2-yl]ethyl]-N'-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethyl]hexanediamide",NULL,Classification,1,NULL,20190930,A2B Chem|AA BLOCKS|AbaChemScene|BindingDB|BLD Pharm|Chem-Space.com Database|ChEMBL|MedChemexpress MCE|MolPort|TargetMol (Target Molecule Corp.)|THE BioTek,Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development,NULL
141488039,PROTAC BRD4 Degrader-1,"PROTAC BRD4 Degrader-1|CHEMBL4640303|BDBM50539098|HY-133131|CS-0112150|2133360-00-4|Acetamide, 2-[2-[4-[[6-(3,5-dimethyl-4-isoxazolyl)-1,4-dihydro-1-methyl-2-oxo-4-phenyl-3(2H)-quinazolinyl]methyl]-1H-1,2,3-triazol-1-yl]ethoxy]-N-[2-(2,6-dioxo-3-piperidinyl)-2,3-dihydro-1,3-dioxo-1H-isoindol-4-yl]-",771.8,C40H37N9O8,202,1560,2.2,57,2,11,11,"InChI=1S/C40H37N9O8/c1-22-34(23(2)57-44-22)25-12-13-30-28(18-25)36(24-8-5-4-6-9-24)48(40(55)46(30)3)20-26-19-47(45-43-26)16-17-56-21-33(51)41-29-11-7-10-27-35(29)39(54)49(38(27)53)31-14-15-32(50)42-37(31)52/h4-13,18-19,31,36H,14-17,20-21H2,1-3H3,(H,41,51)(H,42,50,52)",CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N(C(=O)N(C3C4=CC=CC=C4)CC5=CN(N=N5)CCOCC(=O)NC6=CC=CC7=C6C(=O)N(C7=O)C8CCC(=O)NC8=O)C,FXNACIMQXOPNJG-UHFFFAOYSA-N,"2-[2-[4-[[6-(3,5-dimethyl-1,2-oxazol-4-yl)-1-methyl-2-oxo-4-phenyl-4H-quinazolin-3-yl]methyl]triazol-1-yl]ethoxy]-N-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]acetamide",NULL,Classification|Names and Identifiers|Patents,3,NULL,20191206,A2B Chem|AA BLOCKS|AbaChemScene|BindingDB|ChEMBL|MedChemexpress MCE|PATENTSCOPE (WIPO),Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,NULL
54764325,PROTAC RAR Degrader-1,PROTAC RAR Degrader-1|CHEMBL2151737|1351169-27-1|AKOS037653375|HY-111844|CS-0093242,917.1,C51H72N4O11,225,1480,4.4,66,6,12,30,"InChI=1S/C51H72N4O11/c1-34(2)27-42(55-48(60)46(58)41(52)28-35-13-10-9-11-14-35)47(59)54-20-22-63-23-24-64-25-26-65-33-45(57)53-19-12-21-66-44-29-36(15-17-40(44)49(61)62)16-18-43(56)37-30-38(50(3,4)5)32-39(31-37)51(6,7)8/h9-11,13-18,29-32,34,41-42,46,58H,12,19-28,33,52H2,1-8H3,(H,53,57)(H,54,59)(H,55,60)(H,61,62)/b18-16+/t41-,42+,46+/m1/s1",CC(C)C[C@@H](C(=O)NCCOCCOCCOCC(=O)NCCCOC1=C(C=CC(=C1)/C=C/C(=O)C2=CC(=CC(=C2)C(C)(C)C)C(C)(C)C)C(=O)O)NC(=O)[C@H]([C@@H](CC3=CC=CC=C3)N)O,ZAOSGDCLGNWLSI-ACALULJJSA-N,"2-[3-[[2-[2-[2-[2-[[(2S)-2-[[(2S,3R)-3-amino-2-hydroxy-4-phenylbutanoyl]amino]-4-methylpentanoyl]amino]ethoxy]ethoxy]ethoxy]acetyl]amino]propoxy]-4-[(E)-3-(3,5-ditert-butylphenyl)-3-oxoprop-1-enyl]benzoic acid",NULL,Biological Test Results|Classification,2,690792|690794|690795|690796,20120116,AbaChemScene|AKos Consulting & Solutions|BLD Pharm|Chem-Space.com Database|ChEMBL|MedChemexpress MCE|Thomson Pharma,Chemical Vendors|Curation Efforts|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
124108661,TBK1 PROTAC 3i,"CHEMBL4227907|TBK1 PROTAC 3i|SCHEMBL18282349|GTPL11661|BDBM50459898|compound 3i [PMID: 28692295]|(2S,4R)-1-[(2S)-2-[[2-[3-[4-[3-[4-[[5-bromo-4-[3-[cyclobutanecarbonyl(methyl)amino]propylamino]pyrimidin-2-yl]amino]phenoxy]propoxy]butoxy]propoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",1093.2,C53H74BrN9O9S,247,1650,7,73,5,15,31,"InChI=1S/C53H74BrN9O9S/c1-36-46(73-35-58-36)38-16-14-37(15-17-38)31-56-49(66)44-30-41(64)33-63(44)51(68)47(53(2,3)4)60-45(65)34-71-28-10-26-69-24-6-7-25-70-27-11-29-72-42-20-18-40(19-21-42)59-52-57-32-43(54)48(61-52)55-22-9-23-62(5)50(67)39-12-8-13-39/h14-21,32,35,39,41,44,47,64H,6-13,22-31,33-34H2,1-5H3,(H,56,66)(H,60,65)(H2,55,57,59,61)/t41-,44+,47-/m1/s1",CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)COCCCOCCCCOCCCOC4=CC=C(C=C4)NC5=NC=C(C(=N5)NCCCN(C)C(=O)C6CCC6)Br)O,QMGHHBHPDDAGGO-IIWOMYBWSA-N,"(2S,4R)-1-[(2S)-2-[[2-[3-[4-[3-[4-[[5-bromo-4-[3-[cyclobutanecarbonyl(methyl)amino]propylamino]pyrimidin-2-yl]amino]phenoxy]propoxy]butoxy]propoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",NULL,Biological Test Results|Classification|Literature|Patents|Biological Test Results: Active|Biological Test Results: Micromolar,6,1388068|1388069|1388070|1388071|1388072|1388075|1388076|1388077|1388078|1388079|1388080|1388081|1388082|1388083|1388084|1388085|1388086|1388087|1388088|1388089|1388090|1388092,20170218,BenchChem|BindingDB|ChEMBL|IUPHAR/BPS Guide to PHARMACOLOGY|MolPort|PATENTSCOPE (WIPO)|SureChEMBL,Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,NULL
132144837,PROTAC ERalpha Degrader-1,PROTAC ERalpha Degrader-1|SCHEMBL19616620|AKOS037653373|HY-112098|CS-0043343,1120.3,C66H69N7O10,212,2180,9.4,83,4,12,24,"InChI=1S/C66H69N7O10/c1-7-54(46-13-9-8-10-14-46)61(48-22-27-52(74)28-23-48)49-24-29-53(30-25-49)83-36-34-71(5)60(75)42-82-38-37-81-35-33-69-64(77)50-18-20-51(21-19-50)65(78)73-44(3)62(70-63(76)43(2)68-4)66(79)72(57-31-17-45(40-67)39-58(57)73)41-56-55-16-12-11-15-47(55)26-32-59(56)80-6/h8-32,39,43-44,62,68,74H,7,33-38,41-42H2,1-6H3,(H,69,77)(H,70,76)/b61-54-/t43-,44-,62-/m0/s1",CC/C(=C(\\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)OCCN(C)C(=O)COCCOCCNC(=O)C3=CC=C(C=C3)C(=O)N4[C@H]([C@@H](C(=O)N(C5=C4C=C(C=C5)C#N)CC6=C(C=CC7=CC=CC=C76)OC)NC(=O)[C@H](C)NC)C)/C8=CC=CC=C8,SNBOCOFSYPHJLP-XJQCFLMPSA-N,"4-[(3S,4S)-7-cyano-1-[(2-methoxynaphthalen-1-yl)methyl]-4-methyl-3-[[(2S)-2-(methylamino)propanoyl]amino]-2-oxo-3,4-dihydro-1,5-benzodiazepine-5-carbonyl]-N-[2-[2-[2-[2-[4-[(Z)-1-(4-hydroxyphenyl)-2-phenylbut-1-enyl]phenoxy]ethyl-methylamino]-2-oxoethoxy]ethoxy]ethyl]benzamide",NULL,Patents,1,NULL,20180129,AbaChemScene|AKos Consulting & Solutions|BenchChem|Chem-Space.com Database|MedChemexpress MCE|MolPort|PATENTSCOPE (WIPO)|SureChEMBL,Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,NULL
134691733,PROTAC BET Degrader-1,"PROTAC BET Degrader-1|2093386-22-0|CHEMBL4226900|SCHEMBL21082297|EX-A3888|AKOS037653372|HY-103633|CS-0028483|4-((3-cyclopropyl-1-ethyl-1H-pyrazol-5-yl)amino)-7-(3,5-dimethylisoxazol-4-yl)-N-(4-(2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)oxy)acetamido)butyl)-6-methoxy-9H-pyrimido[4,5-b]indole-2-carboxamide",871.9,C44H45N11O9,258,1770,3.8,64,5,14,16,"InChI=1S/C44H45N11O9/c1-5-54-32(19-27(52-54)23-11-12-23)48-39-37-25-18-31(62-4)26(35-21(2)53-64-22(35)3)17-28(25)47-38(37)50-40(51-39)42(59)46-16-7-6-15-45-34(57)20-63-30-10-8-9-24-36(30)44(61)55(43(24)60)29-13-14-33(56)49-41(29)58/h8-10,17-19,23,29H,5-7,11-16,20H2,1-4H3,(H,45,57)(H,46,59)(H,49,56,58)(H2,47,48,50,51)",CCN1C(=CC(=N1)C2CC2)NC3=NC(=NC4=C3C5=CC(=C(C=C5N4)C6=C(ON=C6C)C)OC)C(=O)NCCCCNC(=O)COC7=CC=CC8=C7C(=O)N(C8=O)C9CCC(=O)NC9=O,TXLUZGFDBDQACL-UHFFFAOYSA-N,"4-[(5-cyclopropyl-2-ethylpyrazol-3-yl)amino]-7-(3,5-dimethyl-1,2-oxazol-4-yl)-N-[4-[[2-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]oxyacetyl]amino]butyl]-6-methoxy-9H-pyrimido[4,5-b]indole-2-carboxamide",NULL,Biological Test Results|Classification|Patents|Biological Test Results: Active|Biological Test Results: Micromolar,5,1387719|1387720|1387750|1387751|1387779,20180731,A2B Chem|AA BLOCKS|AbaChemScene|AKos Consulting & Solutions|BenchChem|BOC Sciences|Chem-Space.com Database|ChEMBL|ChemShuttle|Excenen Pharmatech|Google Patents|MedChemexpress MCE|MolPort|SureChEMBL|TargetMol (Target Molecule Corp.),Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development,NULL
138454773,PROTAC FAK degrader 1,PROTAC FAK degrader 1|CHEMBL4447794|SCHEMBL21634231|2301916-69-6|EX-A3967|BDBM50520571|HY-119932|CS-0078799,996.1,C47H56F3N9O8S2,254,1760,5.8,69,5,18,21,"InChI=1S/C47H56F3N9O8S2/c1-29-40(68-28-54-29)32-12-10-30(11-13-32)24-52-43(62)38-23-35(60)27-59(38)44(63)41(46(2,3)4)56-39(61)18-19-66-20-21-67-36-16-14-33(15-17-36)55-45-53-26-37(47(48,49)50)42(57-45)51-25-31-8-7-9-34(22-31)58(5)69(6,64)65/h7-17,22,26,28,35,38,41,60H,18-21,23-25,27H2,1-6H3,(H,52,62)(H,56,61)(H2,51,53,55,57)/t35-,38+,41-/m1/s1",CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCOCCOC4=CC=C(C=C4)NC5=NC=C(C(=N5)NCC6=CC(=CC=C6)N(C)S(=O)(=O)C)C(F)(F)F)O,MVULIYLBRNHLEE-LFHXYJAASA-N,"(2S,4R)-1-[(2S)-3,3-dimethyl-2-[3-[2-[4-[[4-[[3-[methyl(methylsulfonyl)amino]phenyl]methylamino]-5-(trifluoromethyl)pyrimidin-2-yl]amino]phenoxy]ethoxy]propanoylamino]butanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",NULL,Classification|Patents,2,NULL,20190712,AbaChemScene|BenchChem|BindingDB|Chem-Space.com Database|ChEMBL|Excenen Pharmatech|Google Patents|MedChemexpress MCE|MolPort|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol (Target Molecule Corp.),Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,NULL
139579413,PROTAC K-Ras Degrader-1,"PROTAC K-Ras Degrader-1|SCHEMBL21459082|EX-A3964|HY-129523|CS-0106329|2-((2S)-1-acryloyl-4-(2-(((2S,4R)-4-(2-(2-(2-(2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)ethoxy)ethoxy)ethoxy)ethoxy)-1-methylpyrrolidin-2-yl)methoxy)-7-(naphthalen-1-yl)-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidin-4-yl)piperazin-2-yl)acetonitrile|2378258-52-5",999.1,C53H62N10O10,221,1970,3.7,73,2,17,22,"InChI=1S/C53H62N10O10/c1-3-47(65)62-22-21-61(31-36(62)16-18-54)49-40-17-20-60(44-13-6-9-35-8-4-5-10-39(35)44)33-43(40)56-53(58-49)73-34-37-30-38(32-59(37)2)72-29-28-71-27-26-70-25-24-69-23-19-55-42-12-7-11-41-48(42)52(68)63(51(41)67)45-14-15-46(64)57-50(45)66/h3-13,36-38,45,55H,1,14-17,19-34H2,2H3,(H,57,64,66)/t36-,37-,38+,45?/m0/s1",CN1C[C@@H](C[C@H]1COC2=NC3=C(CCN(C3)C4=CC=CC5=CC=CC=C54)C(=N2)N6CCN([C@H](C6)CC#N)C(=O)C=C)OCCOCCOCCOCCNC7=CC=CC8=C7C(=O)N(C8=O)C9CCC(=O)NC9=O,KGFCORDWMRCVAC-VYIZRSQBSA-N,"2-[(2S)-4-[2-[[(2S,4R)-4-[2-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethoxy]ethoxy]-1-methylpyrrolidin-2-yl]methoxy]-7-naphthalen-1-yl-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-4-yl]-1-prop-2-enoylpiperazin-2-yl]acetonitrile",NULL,Patents,1,NULL,20191102,AbaChemScene|BenchChem|Chem-Space.com Database|ChemShuttle|Excenen Pharmatech|Google Patents|MedChemexpress MCE|MolPort|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol (Target Molecule Corp.),Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,NULL
139600325,Halo PROTAC 1,Halo PROTAC 1|SCHEMBL21977324|HY-129652|CS-0107237|2241668-45-9,774.8,C33H49Cl2N7O8S,215,1050,1.9,51,4,11,28,"InChI=1S/C33H49Cl2N7O8S/c1-24(43)38-27(23-51-33-39-28-29(40-32(36)41-31(28)45)42(33)22-25-6-8-26(35)9-7-25)30(44)37-11-13-47-15-17-49-19-21-50-20-18-48-16-14-46-12-5-3-2-4-10-34/h6-9,27H,2-5,10-23H2,1H3,(H,37,44)(H,38,43)(H3,36,40,41,45)/t27-/m0/s1",CC(=O)N[C@@H](CSC1=NC2=C(N1CC3=CC=C(C=C3)Cl)N=C(NC2=O)N)C(=O)NCCOCCOCCOCCOCCOCCCCCCCl,PMKLWFIBYSGVNP-MHZLTWQESA-N,(2R)-2-acetamido-3-[[2-amino-9-[(4-chlorophenyl)methyl]-6-oxo-1H-purin-8-yl]sulfanyl]-N-[2-[2-[2-[2-[2-(6-chlorohexoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethyl]propanamide,NULL,Patents,1,NULL,20191129,AbaChemScene|BLD Pharm|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL,Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,NULL
145925653,CDK ligand for PROTAC (hydrochloride),CDK ligand for PROTAC (hydrochloride)|HY-126534A|CS-0112285,531,C25H29ClF2N8O,104,701,NULL,37,4,10,7,"InChI=1S/C25H28F2N8O.ClH/c1-15(2)35-20-10-17(9-18(26)24(20)32-22(35)14-36)23-19(27)12-30-25(33-23)31-21-4-3-16(11-29-21)13-34-7-5-28-6-8-34;/h3-4,9-12,15,28,36H,5-8,13-14H2,1-2H3,(H,29,30,31,33);1H",CC(C)N1C2=C(C(=CC(=C2)C3=NC(=NC=C3F)NC4=NC=C(C=C4)CN5CCNCC5)F)N=C1CO.Cl,WGFYSOPSZMTSSV-UHFFFAOYSA-N,[4-fluoro-6-[5-fluoro-2-[[5-(piperazin-1-ylmethyl)pyridin-2-yl]amino]pyrimidin-4-yl]-1-propan-2-ylbenzimidazol-2-yl]methanol;hydrochloride,NULL,NULL,NA,NULL,20200220,AbaChemScene|Chem-Space.com Database|MedChemexpress MCE|MolPort|TargetMol (Target Molecule Corp.),Chemical Vendors|Legacy Depositors,NULL
146026069,Fkbp12 protac RC32,FKBP12 PROTAC RC32|CHEMBL4591678|HY-130835|CS-0114364,1426.7,C75H107N7O20,338,2980,5.8,102,4,23,23,"InChI=1S/C75H107N7O20/c1-45-17-12-11-13-18-46(2)61(94-8)41-54-24-22-51(7)75(93,102-54)69(87)73(91)81-29-15-14-21-58(81)74(92)101-62(42-59(83)47(3)38-50(6)67(86)68(96-10)66(85)49(5)37-45)48(4)39-52-23-26-60(63(40-52)95-9)100-36-35-99-44-53-43-80(79-78-53)30-32-98-34-33-97-31-28-76-56-20-16-19-55-65(56)72(90)82(71(55)89)57-25-27-64(84)77-70(57)88/h11-13,16-20,38,43,45,47-49,51-52,54,57-58,60-63,67-68,76,86,93H,14-15,21-37,39-42,44H2,1-10H3,(H,77,84,88)/b13-11+,17-12+,46-18+,50-38+/t45-,47-,48-,49-,51-,52+,54+",C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCOCC5=CN(N=N5)CCOCCOCCNC6=CC=CC7=C6C(=O)N(C7=O)C8CCC(=O)NC8=O)C)/C)O)OC)C)C)/C)OC,XCSUEITWRRFFMN-SJQMKIJVSA-N,"(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-12-[(2R)-1-[(1S,3R,4R)-4-[2-[[1-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethyl]triazol-4-yl]methoxy]ethoxy]-3-methoxycyclohexyl]propan-2-yl]-1,18-dihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone",NULL,Classification,1,NULL,20200430,AbaChemScene|ChEMBL|MedChemexpress MCE|MolPort,Chemical Vendors|Curation Efforts|Research and Development,NULL
