,Catalog No.,Product Name,Clinical Research Yes/NO,FDA Approved Yes/No,M.w.,CAS Number,Form,Targets,Information,Smiles,Max Solubility in DMSO,URL,Pathway,Compound ID,Well,Rack,Barcode,CID
155,S1582,H 89 2HCl,,,519.28,130964-39-5,2HCl,PKA,"H 89 2HCl is a potent PKA inhibitor with Ki of 48 nM, 10-fold selective for PKA than PKG, greater than 500-fold selectivity than PKC, MLCK, calmodulin kinase II and casein kinase I/II.",C1(=CC=C(C2=C1C=NC=C2)S(NCCNC/C=C/C3=CC=C(C=C3)Br)(=O)=O).Cl.Cl,200,http://www.selleckchem.com/products/H-89-dihydrochloride.html,PI3K/Akt/mTOR,K00084c,F8,L1200-2,0187172767,5702541
156,S2161,RAF265 (CHIR-265),Yes,,518.41,927880-90-8,free base,"VEGFR,Raf","RAF265 (CHIR-265) is a potent selective inhibitor of C-Raf/B-Raf/B-Raf V600E with IC50 of 3-60 nM, and exhibits potent inhibition on VEGFR2 phosphorylation with EC50 of 30 nM. Phase 2.",C12=C(C=CC(=C1)OC3=CC=NC(=C3)C4NC(=CN=4)C(F)(F)F)N(C(=N2)NC5=CC=C(C=C5)C(F)(F)F)C,192,http://www.selleckchem.com/products/RAF265(CHIR-265).html,MAPK,K04320c,F9,L1200-2,0187172768,11656518
157,S1220,OSI-930,Yes,,443.44,728033-96-3,free base,"c-Kit,CSF-1R,VEGFR","OSI-930 is a potent inhibitor of Kit, KDR and CSF-1R with IC50 of 80 nM, 9 nM and 15 nM, respectively; also potent to Flt-1, c-Raf and Lck and low activity against PDGFRα/β, Flt-3 and Abl. Phase 1.",C1=CC=C2C(=C1)C(=CC=N2)CNC3=C(SC=C3)C(NC4=CC=C(C=C4)OC(F)(F)F)=O,200,http://www.selleckchem.com/products/OSI-930.html,Protein Tyrosine Kinase,K06357a,G1,L1200-2,0187172759,9868037
158,S2201,BMS-794833,,,468.84,1174046-72-0,free base,"VEGFR,c-Met","BMS-794833 is a potent ATP competitive inhibitor of Met/VEGFR2 with IC50 of 1.7 nM/15 nM, also inhibits Ron, Axl and Flt3 with IC50 of <3 nM; a prodrug of BMS-817378. Phase 1.",N1=C(C(=C(C=C1)OC2=CC=C(C=C2F)NC(C3=CNC=C(C3=O)C4=CC=C(C=C4)F)=O)Cl)N,200,http://www.selleckchem.com/products/BMS-794833.html,Protein Tyrosine Kinase,K06383a,G10,L1200-2,0187172750,44155856
159,S2220,SB590885,,,453.54,405554-55-4,free base,Raf,"SB590885 is a potent B-Raf inhibitor with Ki of 0.16 nM, 11-fold greater selectivity for B-Raf over c-Raf, no inhibition to other human kinases.",N1C(=C(NC=1C2=CC=C(C=C2)OCCN(C)C)C3=CC=C4C(=C3)CCC/4=N/O)C5=CC=NC=C5,11,http://www.selleckchem.com/products/SB590885.html,MAPK,K06266b,G11,L1200-2,0187172749,135421339
160,S1274,BX-795,,,591.47,702675-74-9,free base,"IκB/IKK,PDK-1","BX795 is a potent and specific PDK1 inhibitor with IC50 of 6 nM, 140- and 1600-fold more selective for PDK1 than PKA and PKC, respectively. Meanwhile, in comparison to GSK3β more than 100-fold selectivity observed for PDK1.",N1(CCCC1)C(=O)NC2C=C(C=CC=2)NC3N=C(C(=CN=3)I)NCCCNC(C4=CC=CS4)=O,169,http://www.selleckchem.com/products/bx-795.html,PI3K/Akt/mTOR,K00984b,G2,L1200-2,0187172758,10077147
161,S1363,Ki8751,,,469.41,228559-41-9,free base,"PDGFR,c-Kit,VEGFR","Ki8751 is a potent and selective inhibitor of VEGFR2 with IC50 of 0.9 nM, >40-fold selective for VEGFR2 than c-Kit, PDGFRα and FGFR-2, little activity to EGFR, HGFR and InsR.",C1=CN=C2C(=C1OC3=CC=C(C(=C3)F)NC(NC4=CC=C(C=C4F)F)=O)C=C(C(=C2)OC)OC,100,http://www.selleckchem.com/products/Ki8751.html,Protein Tyrosine Kinase,K06363a,G3,L1200-2,0187172757,11317348
162,S1462,AZD6482,Yes,,408.45,1173900-33-8,free base,PI3K,"AZD6482 is a PI3Kβ inhibitor with IC50 of 10 nM, 8-, 87- and 109-fold more selective to PI3Kβ than PI3Kδ, PI3Kα and PI3Kγ. Phase 1.",C(C1C(=CC=CC=1)N[C@H](C)C2=CC(=CN3C(C=C(N=C32)N4CCOCC4)=O)C)(=O)O,200,http://www.selleckchem.com/products/azd6482.html,PI3K/Akt/mTOR,K06441a,G4,L1200-2,0187172756,44137675
163,S1490,Ponatinib (AP24534),Yes,Yes,532.56,943319-70-8,free base,"PDGFR,FGFR,VEGFR,Bcr-Abl","Ponatinib (AP24534) is a novel, potent multi-target inhibitor of Abl, PDGFRα, VEGFR2, FGFR1 and Src with IC50 of 0.37 nM, 1.1 nM, 1.5 nM, 2.2 nM and 5.4 nM, respectively.",C1C=NN2C(C=1)=NC=C2C#CC3=C(C=CC(=C3)C(=O)NC4=CC(=C(C=C4)CN5CCN(CC5)C)C(F)(F)F)C,56,http://www.selleckchem.com/products/AP24534.html,Angiogenesis,K03704f,G5,L1200-2,0187172755,24826799
164,S1531,BIX 02189,,,440.54,1094614-85-3,free base,MEK,"BIX02189 is a selective inhibitor of MEK5 with IC50 of 1.5 nM, also inhibits ERK5 catalytic activity with IC50 of 810 nM, and does not inhibit closely related kinases MEK1, MEK2, ERK2, and JNK2.",C1=C(C=C2C(=C1)/C(C(N2)=O)=C(/NC3=CC(=CC=C3)CN(C)C)C4=CC=CC=C4)C(N(C)C)=O,199,http://www.selleckchem.com/products/BIX-02189.html,MAPK,K06373a,G6,L1200-2,0187172754,135659062
165,S1561,BMS-777607,Yes,,512.89,1025720-94-8,free base,"Axl,c-Met","BMS-777607 is a Met-related inhibitor for c-Met, Axl, Ron and Tyro3 with IC50 of 3.9 nM, 1.1 nM, 1.8 nM and 4.3 nM, 40-fold more selective for Met-related targets versus Lck, VEGFR-2, and TrkA/B, and more than 500-fold greater selectivity versus all other receptor and non receptor kinases. Phase 1/2.",C1(=C(N=CC=C1OC2=CC=C(C=C2F)NC(=O)C3C(N(C=CC=3OCC)C4=CC=C(C=C4)F)=O)N)Cl,91,http://www.selleckchem.com/products/BMS-777607.html,Protein Tyrosine Kinase,K06376a,G7,L1200-2,0187172753,24794418
166,S1590,TWS119,,,318.33,601514-19-6,free base,GSK-3,TWS119 is a GSK-3β inhibitor with IC50 of 30 nM; capable of inducing neuronal differentiation and may be useful to stem cell biology.,C1=CC=C(C=C1O)OC2=NC=NC3=C2C=C(N3)C4=CC=CC(=C4)N,201,http://www.selleckchem.com/products/TWS119.html,PI3K/Akt/mTOR,K00245c,G8,L1200-2,0187172752,9549289
167,S2163,PF-4708671,,,390.41,1255517-76-0,free base,S6 Kinase,"PF-4708671 is a cell-permeable inhibitor of p70 ribosomal S6 kinase (S6K1 isoform) with Ki/IC50 of 20 nM/160 nM, 400-fold greater selectivity for S6K1 than S6K2, and 4- and >20-fold selectivity for S6K1 than MSK1 and RSK1/2, respectively. First S6K1-specific inhibitor to be reported.",N1C(=NC2=C1C=CC(=C2)C(F)(F)F)CN3CCN(C4=NC=NC=C4CC)CC3,76,http://www.selleckchem.com/products/pf-4708671.html,PI3K/Akt/mTOR,K03184b,G9,L1200-2,0187172751,51371303
168,S1226,KU-0063794,,,465.54,938440-64-3,free base,mTOR,KU-0063794 is a potent and highly specific dual-mTOR inhibitor of mTORC1 and mTORC2 with IC50 of ~10 nM; no effect on PI3Ks.,N1=C(N=C2C(=C1N3CCOCC3)C=CC(=N2)C4=CC(=C(C=C4)OC)CO)N5C[C@H](O[C@H](C5)C)C,34,http://www.selleckchem.com/products/KU-0063794.html,PI3K/Akt/mTOR,K06358a,H1,L1200-2,0187170693,16736978
169,S2202,NVP-BHG712,,,503.48,940310-85-0,free base,"Raf,Src,Bcr-Abl,VEGFR,Ephrin receptor","NVP-BHG712 is a specific EphB4 inhibitor with ED50 of 25 nM that discriminates between VEGFR and EphB4 inhibition; also shows activity against c-Raf, c-Src and c-Abl with IC50 of 0.395 μM, 1.266 μM and 1.667 μM, respectively.",C12=C(N=C(N=C1NC3=CC(=CC=C3C)C(NC4=CC=CC(=C4)C(F)(F)F)=O)C5=CC=CN=C5)N(N=C2)C,200,http://www.selleckchem.com/products/NVP-BHG712.html,Protein Tyrosine Kinase,K06384a,H10,L1200-2,0187172745,16747388
170,S2221,Apatinib,Yes,Yes,493.58,811803-05-1,sulfate,VEGFR,"Apatinib is an orally bioavailable, selective VEGFR2 inhibitor with IC50 of 1 nM.",S(=O)(O)(C)=O.C1=CN=C(C(=C1)C(NC2=CC=C(C=C2)C3(CCCC3)C#N)=O)NCC4=CC=NC=C4,44,http://www.selleckchem.com/products/Apatinib-YN968D1.html,Protein Tyrosine Kinase,K06411a,H11,L1200-2,0187170717,11315474
171,S1275,BX-912,,,471.35,702674-56-4,free base,PDK-1,"BX912 is a potent and specific PDK1 inhibitor with IC50 of 12 nM, 9- and 105- fold greater selectivity for PDK1 than PKA and PKC, respectively. In comparison to GSK3β, selectivity for PDK1 is 600-fold.",N1(CCCC1)C(=O)NC2C=C(C=CC=2)NC3N=C(C(=CN=3)Br)NCCC4=CN=CN4,199,http://www.selleckchem.com/products/bx-912.html,PI3K/Akt/mTOR,K04353c,H2,L1200-2,0187170694,11754511
172,S1378,Ruxolitinib (INCB018424),Yes,Yes,306.37,941678-49-5,free base,JAK,"INCB018424 is the first potent, selective, JAK1/2 inhibitor to enter the clinic with IC50 of 3.3 nM/2.8 nM, >130-fold selectivity for JAK1/2 versus JAK3. Phase 3.",N1=CN=C2C(=C1C3=CN(N=C3)[C@@H](CC#N)C4CCCC4)C=CN2,199,http://www.selleckchem.com/products/INCB18424.html,JAK/STAT,K06412a,H3,L1200-2,0187170698,25126798
173,S1470,"TSU-68 (SU6668, Orantinib)",Yes,,310.35,252916-29-3,free base,"VEGFR,PDGFR,FGFR","SU6668 has greatest potency against PDGFR autophosphorylation with Ki of 8 nM, but also strongly inhibits Flk-1 and FGFR1 trans-phosphorylation, little activity against IGF-1R, Met, Src, Lck, Zap70, Abl and CDK2; does not inhibit EGFR. Phase 3.",C1=CC=C2C(=C1)/C(C(N2)=O)=C/C3NC(=C(C=3C)CCC(O)=O)C,199,http://www.selleckchem.com/products/TSU-68(SU6668).html,Protein Tyrosine Kinase,K04373c,H4,L1200-2,0187172739,5329099
174,S1494,LY2228820,Yes,,612.74,862507-23-1,mesylate,p38 MAPK,"LY2228820 is a novel and potent inhibitor of p38 MAPK with IC50 of 7 nM, does not alter p38 MAPK activation. Phase 1/2.",CC(C1=NC(=C(N1)C2=NC3=C(C=C2)N=C(N3CC(C)(C)C)N)C4=CC=C(C=C4)F)(C)C.CS(=O)(=O)O.CS(=O)(=O)O,57,http://www.selleckchem.com/products/LY2228820.html,MAPK,K04342b,H5,L1200-2,0187172740,11570805
175,S1532,AZD7762,Yes,,362.42,860352-01-8,free base,Chk,"AZD7762 is a potent and selective inhibitor of Chk1 with IC50 of 5 nM. It is equally potent against Chk2 and less potent against CAM, Yes, Fyn, Lyn, Hck and Lck. Phase 1.",C1(=CC=CC(=C1)C2SC(=C(C=2)NC(N)=O)C(N[C@@H]3CNCCC3)=O)F,137,http://www.selleckchem.com/products/AZD7762.html,Cell Cycle,K00983e,H6,L1200-2,0187172741,11152667
176,S1568,PD318088,,,561.09,391210-00-7,free base,MEK,"PD318088 is a non-ATP competitive allosteric MEK1/2 inhibitor, binds simultaneously with ATP in a region of the MEK1 active site that is adjacent to the ATP-binding site.",C1=C(C(=C(C(=C1C(NOCC(CO)O)=O)NC2=CC=C(C=C2F)I)F)F)Br,199,http://www.selleckchem.com/products/PD318088.html,MAPK,K06377a,H7,L1200-2,0187172742,10231331
177,S1802,Acadesine,Yes,Yes,258.23,2627-69-2,free base,AMPK,"Acadesine results in accumulation of ZMP, which mimics the stimulating effect of AMP on AMPK and AMPK kinase. Phase 3.",[C@@H]1([C@H]([C@@H](O[C@H]1CO)N2C=NC(=C2N)C(=O)N)O)O,10,http://www.selleckchem.com/products/Acadesine.html,PI3K/Akt/mTOR,K06450a,H8,L1200-2,0187172743,17513
178,S2179,LY2784544,Yes,,469.94,1229236-86-5,free base,JAK,"LY2784544 is a potent JAK2 inhibitor with IC50 of 3 nM, effective in JAK2V617F, 8- and 20-fold selective versus JAK1 and JAK3. Phase 2.",C1C(=NN2C(C=1CN3CCOCC3)=NC(=C2CC4=CC=C(C=C4F)Cl)C)NC5NN=C(C=5)C,200,http://www.selleckchem.com/products/LY2784544.html,JAK/STAT,K04290c,H9,L1200-2,0187172744,46213929
179,S2226,"CAL-101 (Idelalisib, GS-1101)",Yes,,415.42,870281-82-6,free base,PI3K,"CAL-101 (Idelalisib, GS-1101) is a selective p110δ inhibitor with IC50 of 2.5 nM; shown to have 40- to 300-fold greater selectivity for p110δ thanp110α/β/γ, and 400- to 4000-fold more selectivity to p110δ than C2β, hVPS34, DNA-PK and mTOR. Phase 3.",C1=CC=C2C(=C1F)C(N(C(=N2)[C@@H](NC3=C4C(=NC=N3)NC=N4)CC)C5=CC=CC=C5)=O,199,http://www.selleckchem.com/products/CAL-101.html,PI3K/Akt/mTOR,K04266b,A1,L1200-3,0187217567,11625818
180,S2769,Dovitinib (TKI-258) Dilactic Acid  ,Yes,,572.59,852433-84-2,dilactic Acid,"PDGFR,FGFR,c-Kit,FLT3,VEGFR","Dovitinib Dilactic acid (TKI258 Dilactic acid) is the Dilactic acid of Dovitinib, which is a multitargeted RTK inhibitor, mostly for class III (FLT3/c-Kit) with IC50 of 1 nM/2 nM, also potent to class IV (FGFR1/3) and class V (VEGFR1-4) RTKs with IC50 of 8-13 nM, less potent to InsR, EGFR, c-Met, EphA2, Tie2, IGFR1 and HER2. Phase 4.",N1(C(C(=C(C2C(=CC=CC1=2)F)N)C3=NC4C(N3)=CC(=CC=4)N5CCN(CC5)C)=O).CC(C(O)=O)O.CC(C(O)=O)O,157,http://www.selleckchem.com/products/dovitinib.html,Angiogenesis,K06429a,A10,L1200-3,0187217558,135985126
181,S2796,WP1066,Yes,,356.22,857064-38-1,free base,JAK,"WP1066 is a novel inhibitor of JAK2 and STAT3 with IC50 of 2.30 μM and 2.43 μM in HEL cells; shows activity to JAK2, STAT3, STAT5, and ERK1/2 not JAK1 and JAK3.",C(/C(=C/C1C=CC=C(N=1)Br)C#N)(=O)N[C@@H](C)C2C=CC=CC=2,202,http://www.selleckchem.com/products/wp1066.html,JAK/STAT,K06435a,A11,L1200-3,0187217557,11210478
182,S2310,Honokiol,,,266.334,35354-74-6,free base,"MEK,Akt",Honokiol is the active principle of magnolia extract that inhibits Akt-phosphorylation and promotes ERK1/2phosphorylation. Phase 3.,C1(=C(C=C(C=C1)C2=CC(=CC=C2O)CC=C)CC=C)O,198,http://www.selleckchem.com/products/Honokiol.html,PI3K/Akt/mTOR,K06390a,A2,L1200-3,0187217566,72303
183,S2622,PP121,,,319.36,1092788-83-4,free base,"DNA-PK,PDGFR,mTOR","PP-121 is a multi-targeted inhibitor of PDGFR, Hck, mTOR, VEGFR2, Src and Abl with IC50 of 2 nM, 8 nM, 10 nM, 12 nM, 14 nM and 18 nM, also inhibits DNA-PK with IC50 of 60 nM.",C1(=CN=C2C(=C1)C=CN2)C3=NN(C4=C3C(=NC=N4)N)C5CCCC5,200,http://www.selleckchem.com/products/PP121.html,Protein Tyrosine Kinase,K06398a,A3,L1200-3,0187217565,24905142
184,S2638,NU7441 (KU-57788),,,413.49,503468-95-9,free base,"DNA-PK,PI3K",NU7441 is a highly potent and selective DNA-PK inhibitor with IC50 of 14 nM and also inhibits PI3K with IC50 of 5 μM.,C1=C(OC2=C(C1=O)C=CC=C2C3=CC=CC4=C3SC5=C4C=CC=C5)N6CCOCC6,10,http://www.selleckchem.com/products/nu7441.html,DNA Damage,K06416a,A4,L1200-3,0187217564,11327430
185,S2680,Ibrutinib (PCI-32765),Yes,Yes,440.5,936563-96-1,free base,BTK,"Ibrutinib is a potent and highly selective Btk inhibitor with IC50 of 0.5 nM, modestly potent to Bmx, CSK, FGR, BRK, HCK, less potent to EGFR, Yes, ErbB2, JAK3, etc.",C1=NC(=C2C(=N1)N(N=C2C3=CC=C(C=C3)OC4=CC=CC=C4)[C@H]5CN(CCC5)C(C=C)=O)N,199,http://www.selleckchem.com/products/pci-32765.html,Angiogenesis,K04327c,A5,L1200-3,0187217563,24821094
186,S2696,GDC-0980 (RG7422),Yes,,498.6,1032754-93-0,free base,"mTOR,PI3K","GDC-0980 (RG7422) is a potent, class I PI3K inhibitor for PI3Kα/β/δ/γ with IC50 of 5 nM/27 nM/7 nM/14 nM, respectively. Also a mTOR inhibitor with Ki of 17 nM, and highly selective versus others PIKK family kinases. Phase 2.",C1(=CN=C(N=C1)N)C2=NC(=C3C(=N2)C(=C(S3)CN4CCN(CC4)C([C@@H](O)C)=O)C)N5CCOCC5,40,http://www.selleckchem.com/products/GDC-0980-RG7422.html,PI3K/Akt/mTOR,K04306b,A6,L1200-3,0187217562,25254071
187,S2726,PH-797804,Yes,,477.3,586379-66-0,free base,p38 MAPK,PH-797804 is a novel pyridinone inhibitor of p38α with IC50 of 26 nM; 4-fold more selective versus p38β and does not inhibit JNK2. Phase 2.,C1(=C(C=CC(=C1)C(=O)NC)C)N2C(=CC(=C(C2=O)Br)OCC3=CC=C(C=C3F)F)C,201,http://www.selleckchem.com/products/ph-797804.html,MAPK,K06244b,A7,L1200-3,0187217561,22049997
188,S2742,PHA-767491,,,213.24,845714-00-3,free base,CDK,"PHA-767491 is a potent ATP-competitive dual Cdc7/CDK9 inhibitor with IC50 of 10 nM and 34 nM, respectively.It displays ~20-fold selectivity against CDK1/2 and GSK3-β, 50-fold selectivity against MK2 and CDK5, 100-fold selectivity against PLK1 and CHK2.",C1=NC=CC(=C1)C2NC3=C(C=2)C(NCC3)=O,112,http://www.selleckchem.com/products/pha-767491.html,Cell Cycle,K00963b,A8,L1200-3,0187217560,11715767
189,S2752,HER2-Inhibitor-1,,,569.63,937265-83-3,free base,"HER2,EGFR","ARRY-380 is a potent and selective HER2 inhibitor with IC50 of 8 nM, equipotent against truncated p95-HER2, 500-fold more selective for HER2 versus EGFR. Phase 1.",N1C=NC(=C2C=C(C=CC=12)C3OC(=CC=3)CNCCS(=O)(=O)C)NC4C=C(C(=CC=4)OC5=CC6N(C=C5)N=CN=6)C,200,http://www.selleckchem.com/products/arry-380.html,Protein Tyrosine Kinase,K06422a,A9,L1200-3,0187217559,42598643
190,S2227,PIK-294,,,489.53,900185-02-6,free base,PI3K,"PIK-294 is a highly selective p110δ inhibitor with IC50 of 10 nM, 1000-, 49- and 16-fold less potent to PI3Kα/β/γ, respectively.",N1=CN=C2C(=C1N)C(=NN2CC3N(C(C4=C(N=3)C=CC=C4C)=O)C5=C(C=CC=C5)C)C6=CC(=CC=C6)O,200,http://www.selleckchem.com/products/PIK-294.html,PI3K/Akt/mTOR,K06394a,B1,L1200-3,0187217544,24905149
191,S2770,MK-5108 (VX-689),Yes,,461.94,1010085-13-8,free base,Aurora Kinase,"MK-5108 (VX-689) is a highly selective Aurora A inhibitor with IC50 of 0.064 nM and is 220- and 190-fold more selective for Aurora A than Aurora B/C, while it inhibits TrkA with less than 100-fold selectivity. Phase 1.",N1=C(C=CC=C1C[C@]2(CC[C@H](CC2)OC3=C(C(=CC=C3)Cl)F)C(=O)O)NC4SC=CN=4,199,http://www.selleckchem.com/products/mk-5108-vx-689.html,Cell Cycle,K04233b,B10,L1200-3,0187217553,24748204
192,S2801,AZD4547,Yes,,463.57,1035270-39-3,free base,FGFR,"AZD4547 is a novel selective FGFR inhibitor targeting FGFR1/2/3 with IC50 of 0.2 nM/2.5 nM/1.8 nM, weaker activity against FGFR4, VEGFR2(KDR), and little activity observed against IGFR, CDK2, and p38. Phase 1/2.",C1(=CC(=CC(=C1)CCC2=CC(=NN2)NC(=O)C3=CC=C(C=C3)N4C[C@@H](N[C@@H](C4)C)C)OC)OC,198,http://www.selleckchem.com/products/azd4547.html,Angiogenesis,K04310d,B11,L1200-3,0187217554,51039095
193,S2386,Indirubin,Yes,,262.26,479-41-4,free base,GSK-3,Indirubin is a potent cyclin-dependent kinases and GSK-3β inhibitor with IC50 of about 5 &mu;M and 0.6 &mu;M.,C1=CC=C2C(=C1)NC(C/2=C3\NC4=C(C3=O)C=CC=C4)=O,202,http://www.selleckchem.com/products/Indirubin.html,PI3K/Akt/mTOR,K06381a,B2,L1200-3,0187217545,10177
194,S2624,OSI-027,Yes,,406.44,936890-98-1,free base,mTOR,"OSI-027 is a selective and potent dual inhibitor of mTORC1 and mTORC2 with IC50 of 22 nM and 65 nM, and more than 100-fold selectivity observed for mTOR than PI3Kα, PI3Kβ, PI3Kγ or DNA-PK.",N1C=NN2C(C=1N)=C(N=C2[C@@H]3CC[C@H](CC3)C(=O)O)C4NC5=C(C=4)C=CC=C5OC,44,http://www.selleckchem.com/products/OSI027.html,PI3K/Akt/mTOR,K06397a,B3,L1200-3,0187217546,135398516
195,S2658,GSK2126458 (GSK458),Yes,,505.5,1086062-66-9,free base,"PI3K,mTOR","GSK2126458 is a highly selective and potent inhibitor of p110α/β/δ/γ, mTORC1/2 with Ki of 0.019 nM/0.13 nM/0.024 nM/0.06 nM and 0.18 nM/0.3 nM, respectively. Phase 1.",C1(C(=CC(=CC=1)F)F)S(=O)(=O)NC2C(=NC=C(C=2)C3C=C4C(=CC=NC(=CC=3)4)C5C=NN=CC=5)OC,197,http://www.selleckchem.com/products/gsk2126458.html,PI3K/Akt/mTOR,K04326c,B4,L1200-3,0187217547,25167777
196,S2681,AS-604850,,,285.22,648449-76-7,free base,PI3K,"AS-604850 is a selective, ATP-competitive PI3Kγ inhibitor with IC50 of 250 nM, over 80-fold selectivity for PI3Kγ than PI3Kδ/β, and 18-fold more selective for PI3Kγ than PI3Kα.",C12=C(C=CC(=C1)/C=C3\SC(NC3=O)=O)OC(O2)(F)F,199,http://www.selleckchem.com/products/as-604850.html,PI3K/Akt/mTOR,K00828b,B5,L1200-3,0187217548,11492951
197,S2697,A-769662,,,360.39,844499-71-4,free base,AMPK,"A-769662 is a potent, reversible AMPK activator with EC50of 0.8 μM, little effect on GPPase/FBPase activity.",C1(=CC=C(C=C1)C2=CSC3=C2C(=C(C(N3)=O)C#N)O)C4=CC=CC=C4O,199,http://www.selleckchem.com/products/a-769662.html,PI3K/Akt/mTOR,K06414a,B6,L1200-3,0187217549,54708532
198,S2727,"Dacomitinib (PF299804, PF299)",Yes,,469.94,1110813-31-4,free base,EGFR,"PF-299804 is a potent, irreversible pan-ErbB inhibitor, mostly to EGFR with IC50 of 6 nM, effective against NSCLCs with EGFR or ERBB2 mutations (resistant to gefitinib) as well as those harboring the EGFR T790M mutation. Phase 2.",C(/C=C/C(NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC)=O)N4CCCCC4,40,http://www.selleckchem.com/products/pf299804.html,Protein Tyrosine Kinase,K06418a,B7,L1200-3,0187217550,11511120
199,S2743,PF-04691502,Yes,,425.48,1013101-36-4,free base,"Akt,mTOR,PI3K","PF-04691502 is an ATP-competitive PI3K(α/β/δ/γ)/mTOR dual inhibitor with Ki of 1.8 nM/2.1 nM/1.6 nM/1.9 nM and 16 nM, little activity against either Vps34, AKT, PDK1, p70S6K, MEK, ERK, p38, or JNK. Phase 2.",N1=C(N=C2C(=C1C)C=C(C(N2[C@H]3CC[C@@H](CC3)OCCO)=O)C4=CC=C(N=C4)OC)N,32,http://www.selleckchem.com/products/pf-04691502.html,PI3K/Akt/mTOR,K06420a,B8,L1200-3,0187217551,25033539
200,S2755,Varlitinib,,,466.94,845272-21-1,free base,EGFR,"ARRY334543 is a selective and potent ErbB1(EGFR) and ErbB2(HER2) inhibitor with IC50 of 7 nM and 2 nM, respectively. Phase 2.",C12=C(C(=NC=N1)NC3=CC(=C(C=C3)OCC4SC=CN=4)Cl)C=C(C=C2)NC5OC[C@H](N=5)C,12,http://www.selleckchem.com/products/arry334543.html,Protein Tyrosine Kinase,K06442a,B9,L1200-3,0187217552,42642648
201,S2231,Telatinib,Yes,,409.83,332012-40-5,free base,"VEGFR,PDGFR,c-Kit","Telatinib is a potent inhibitor of VEGFR2/3, c-Kit and PDGFRβ with IC50 of 6 nM/4 nM, 1 nM and 15 nM, respectively. Phase 2.",N1=C(C2=C(C(=N1)OCC3=CC(=NC=C3)C(=O)NC)OC=C2)NC4=CC=C(C=C4)Cl,200,http://www.selleckchem.com/products/Telatinib-BAY-57-9352.html,Protein Tyrosine Kinase,K06395a,C1,L1200-3,0187217543,9808844
202,S2774,MK-2461,Yes,,495.55,917879-39-1,free base,"c-Met,PDGFR,FGFR","MK-2461 is a potent, multi-targeted inhibitor for c-Met(WT/mutants) with IC50 of 0.4-2.5 nM, less potent to Ron, Flt1; 8- to 30-fold greater selectivity of c-Met targets versus FGFR1, FGFR2, FGFR3, PDGFRβ, KDR, Flt3, Flt4, TrkA, and TrkB. Phase 1/2.
.",C12=C(C(C3=C(C=C1)C=CC(=C3)NS(N(C[C@H]4OCCOC4)C)(=O)=O)=O)C=C(C=N2)C5=CN(N=C5)C,199,http://www.selleckchem.com/products/mk-2461.html,Protein Tyrosine Kinase,K06432a,C10,L1200-3,0187217534,44137946
203,S2806,CEP-33779,,,462.57,1257704-57-6,free base,JAK,"CEP33779 is a selective JAK2 inhibitor with IC50 of 1.8 nM, >40- and >800-fold versus JAK1 and TYK2.",C1(=CC=CC(=C1)NC2N=C3N(N=2)C=CC=C3C4=CC=C(C=C4)S(=O)(C)=O)N5CCN(CC5)C,201,http://www.selleckchem.com/products/cep33779.html,JAK/STAT,K06438a,C11,L1200-3,0187217533,57336812
204,S2391,Quercetin,,,302.24,117-39-5,free base,"PKC,Src,PI3K,Sirtuin","Quercetin is a natural flavonoid present in vegetables, fruit and wine and is a PI3K inhibitor with IC50 of 2.4 – 5.4 &mu;M.",C1(=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC=C(C(=C3)O)O)O)O,10,http://www.selleckchem.com/products/Quercetin(Sophoretin).html,Epigenetics,S00292f,C2,L1200-3,0187217542,5280343
205,S2625,Fostamatinib (R788),Yes,,580.46,901119-35-5,free base,Syk,"Fostamatinib (R788), a prodrug of the active metabolite R406, is a Syk inhibitor with IC50 of 41 nM, strongly inhibits Syk but not Lyn, 5-fold less potent to Flt3. Phase 2.",C1(=C(C(=CC(=C1)NC2=NC=C(C(=N2)NC3=CC=C4C(=N3)N(C(C(O4)(C)C)=O)COP(O)(O)=O)F)OC)OC)OC,199,http://www.selleckchem.com/products/R7935788-Fostamatinib.html,Angiogenesis,K06403a,C3,L1200-3,0187217541,11671467
206,S2661,WYE-125132 (WYE-132),,,519.6,1144068-46-1,free base,mTOR,"WYE-125132 is a highly potent, ATP-competitive mTOR inhibitor with IC50 of 0.19 nM; highly selective for mTOR versus PI3Ks or PI3K-related kinases hSMG1 and ATR.",C1(=NC(=NC2=C1C=NN2C3CCC4(CC3)OCCO4)C5=CC=C(C=C5)NC(=O)NC)N6CC7CCC(O7)C6,200,http://www.selleckchem.com/products/wye-125132.html,PI3K/Akt/mTOR,K06410a,C4,L1200-3,0187217540,25260757
207,S2682,CAY10505,,,289.28,1218777-13-9,free base,PI3K,"CAY10505 is dehydroxyl of AS-252424, which is a PI3Kγ inhibitor with IC50 of 33 nM.",C1(=CC=C(C=C1)C2OC(=CC=2)/C=C3\C(NC(S3)=O)=O)F,200,http://www.selleckchem.com/products/cay10505.html,PI3K/Akt/mTOR,K06406a,C5,L1200-3,0187217539,1204893
